Date_Time,LWC_Merged,LWC_Gerber,Vis_Rec,LWC_Calc
6/11/2009 13:00:00,0.010,0.010,,
6/11/2009 14:00:00,0.050,0.050,,
6/11/2009 15:00:00,0.110,0.110,,
6/11/2009 16:00:00,0.010,0.010,,
6/11/2009 17:00:00,0.040,0.040,,
6/11/2009 18:00:00,0.020,0.020,,
6/11/2009 19:00:00,0.020,0.020,,
6/11/2009 20:00:00,0.180,0.180,,
6/11/2009 21:00:00,0.460,0.460,,
6/11/2009 22:00:00,0.050,0.050,,
6/11/2009 23:00:00,0.010,0.010,,
6/12/2009 00:00:00,0.010,0.010,,
6/12/2009 01:00:00,0.010,0.010,,
6/12/2009 02:00:00,0.100,0.100,,
6/12/2009 03:00:00,0.010,0.010,,
6/12/2009 04:00:00,0.010,0.010,,
6/12/2009 05:00:00,0.190,0.190,,
6/12/2009 06:00:00,0.600,0.600,,
6/12/2009 07:00:00,0.650,0.650,,
6/12/2009 08:00:00,0.510,0.510,,
6/12/2009 09:00:00,0.400,0.400,,
6/12/2009 10:00:00,0.660,0.660,,
6/12/2009 11:00:00,0.550,0.550,,
6/12/2009 12:00:00,0.390,0.390,,
6/12/2009 13:00:00,0.340,0.340,,
6/12/2009 14:00:00,0.110,0.110,,
6/12/2009 15:00:00,0.060,0.060,,
6/12/2009 16:00:00,0.060,0.060,,
6/12/2009 17:00:00,0.020,0.020,,
6/12/2009 18:00:00,0.030,0.030,,
6/12/2009 19:00:00,0.010,0.010,,
6/12/2009 20:00:00,0.010,0.010,,
6/12/2009 21:00:00,0.010,0.010,,
6/12/2009 22:00:00,0.010,0.010,,
6/12/2009 23:00:00,0.010,0.010,,
6/13/2009 00:00:00,0.010,0.010,,
6/13/2009 01:00:00,0.010,0.010,,
6/13/2009 02:00:00,0.010,0.010,,
6/13/2009 03:00:00,0.010,0.010,,
6/13/2009 04:00:00,0.010,0.010,,
6/13/2009 05:00:00,0.010,0.010,,
6/13/2009 06:00:00,0.010,0.010,,
6/13/2009 07:00:00,0.010,0.010,,
6/13/2009 08:00:00,0.030,0.030,,
6/13/2009 09:00:00,0.040,0.040,,
6/13/2009 10:00:00,0.030,0.030,,
6/13/2009 11:00:00,0.030,0.030,,
6/13/2009 12:00:00,0.040,0.040,,
6/13/2009 13:00:00,0.040,0.040,,
6/13/2009 14:00:00,0.050,0.050,,
6/13/2009 15:00:00,0.050,0.050,,
6/13/2009 16:00:00,0.050,0.050,,
6/13/2009 17:00:00,0.030,0.030,,
6/13/2009 18:00:00,0.050,0.050,,
6/13/2009 19:00:00,0.010,0.010,,
6/13/2009 20:00:00,0.020,0.020,,
6/13/2009 21:00:00,0.010,0.010,,
6/13/2009 22:00:00,0.010,0.010,,
6/13/2009 23:00:00,0.020,0.020,,
6/14/2009 00:00:00,0.030,0.030,,
6/14/2009 01:00:00,0.040,0.040,,
6/14/2009 02:00:00,0.030,0.030,,
6/14/2009 03:00:00,0.020,0.020,,
6/14/2009 04:00:00,0.030,0.030,,
6/14/2009 05:00:00,0.020,0.020,,
6/14/2009 06:00:00,0.020,0.020,,
6/14/2009 07:00:00,0.030,0.030,,
6/14/2009 08:00:00,0.030,0.030,,
6/14/2009 09:00:00,0.040,0.040,,
6/14/2009 10:00:00,0.050,0.050,,
6/14/2009 11:00:00,0.050,0.050,,
6/14/2009 12:00:00,0.040,0.040,,
6/14/2009 13:00:00,0.050,0.050,,
6/14/2009 14:00:00,0.050,0.050,,
6/14/2009 15:00:00,0.050,0.050,,
6/14/2009 16:00:00,0.040,0.040,,
6/14/2009 17:00:00,0.030,0.030,,
6/14/2009 18:00:00,0.060,0.060,,
6/14/2009 19:00:00,0.080,0.080,,
6/14/2009 20:00:00,0.060,0.060,,
6/14/2009 21:00:00,0.380,0.380,,
6/14/2009 22:00:00,0.240,0.240,,
6/14/2009 23:00:00,0.020,0.020,,
6/15/2009 00:00:00,0.010,0.010,,
6/15/2009 01:00:00,0.020,0.020,,
6/15/2009 02:00:00,0.050,0.050,,
6/15/2009 03:00:00,0.050,0.050,,
6/15/2009 04:00:00,0.040,0.040,,
6/15/2009 05:00:00,0.030,0.030,,
6/15/2009 06:00:00,0.020,0.020,,
6/15/2009 07:00:00,0.050,0.050,,
6/15/2009 08:00:00,0.050,0.050,,
6/15/2009 09:00:00,0.050,0.050,,
6/15/2009 10:00:00,0.040,0.040,,
6/15/2009 11:00:00,0.110,0.110,,
6/15/2009 12:00:00,0.100,0.100,,
6/15/2009 13:00:00,0.360,0.360,,
6/15/2009 14:00:00,0.220,0.220,,
6/15/2009 15:00:00,0.030,0.030,,
6/15/2009 16:00:00,0.010,0.010,,
6/15/2009 17:00:00,0.050,0.050,,
6/15/2009 18:00:00,0.050,0.050,,
6/15/2009 19:00:00,0.050,0.050,,
6/15/2009 20:00:00,0.050,0.050,,
6/15/2009 21:00:00,0.050,0.050,,
6/15/2009 22:00:00,0.050,0.050,,
6/15/2009 23:00:00,0.040,0.040,,
6/16/2009 00:00:00,0.040,0.040,,
6/16/2009 01:00:00,0.040,0.040,,
6/16/2009 02:00:00,0.040,0.040,,
6/16/2009 03:00:00,0.040,0.040,,
6/16/2009 04:00:00,0.040,0.040,,
6/16/2009 05:00:00,0.040,0.040,,
6/16/2009 06:00:00,0.050,0.050,,
6/16/2009 07:00:00,0.050,0.050,,
6/16/2009 08:00:00,0.050,0.050,,
6/16/2009 09:00:00,0.050,0.050,,
6/16/2009 10:00:00,0.050,0.050,,
6/16/2009 11:00:00,0.050,0.050,,
6/16/2009 12:00:00,0.050,0.050,,
6/16/2009 13:00:00,0.060,0.060,,
6/16/2009 14:00:00,0.060,0.060,,
6/16/2009 15:00:00,0.050,0.050,,
6/16/2009 16:00:00,0.040,0.040,,
6/16/2009 17:00:00,0.040,0.040,,
6/16/2009 18:00:00,0.040,0.040,,
6/16/2009 19:00:00,0.020,0.020,,
6/16/2009 20:00:00,0.010,0.010,,
6/16/2009 21:00:00,0.010,0.010,,
6/16/2009 22:00:00,0.020,0.020,,
6/16/2009 23:00:00,0.050,0.050,,
6/17/2009 00:00:00,0.060,0.060,,
6/17/2009 01:00:00,0.090,0.090,,
6/17/2009 02:00:00,0.020,0.020,,
6/17/2009 03:00:00,0.020,0.020,,
6/17/2009 04:00:00,0.020,0.020,,
6/17/2009 05:00:00,0.020,0.020,,
6/17/2009 06:00:00,0.030,0.030,,
6/17/2009 07:00:00,0.040,0.040,,
6/17/2009 08:00:00,0.040,0.040,,
6/17/2009 09:00:00,0.030,0.030,,
6/17/2009 10:00:00,0.020,0.020,,
6/17/2009 11:00:00,0.010,0.010,,
6/17/2009 12:00:00,0.010,0.010,,
6/17/2009 13:00:00,0.010,0.010,,
6/17/2009 14:00:00,0.010,0.010,,
6/17/2009 15:00:00,0.010,0.010,,
6/17/2009 16:00:00,0.010,0.010,,
6/17/2009 17:00:00,0.010,0.010,,
6/17/2009 18:00:00,0.010,0.010,,
6/17/2009 19:00:00,,,,
6/17/2009 20:00:00,,,,
6/17/2009 21:00:00,,,,
6/17/2009 22:00:00,,,,
6/17/2009 23:00:00,,,,
6/18/2009 00:00:00,,,,
6/18/2009 01:00:00,,,,
6/18/2009 02:00:00,,,,
6/18/2009 03:00:00,0.000,0.000,,
6/18/2009 04:00:00,0.010,0.010,,
6/18/2009 05:00:00,,,,
6/18/2009 06:00:00,,,,
6/18/2009 07:00:00,0.220,0.220,,
6/18/2009 08:00:00,0.320,0.320,,
6/18/2009 09:00:00,0.370,0.370,,
6/18/2009 10:00:00,0.340,0.340,,
6/18/2009 11:00:00,0.260,0.260,,
6/18/2009 12:00:00,0.200,0.200,,
6/18/2009 13:00:00,0.240,0.240,,
6/18/2009 14:00:00,0.310,0.310,,
6/18/2009 15:00:00,0.320,0.320,,
6/18/2009 16:00:00,0.320,0.320,,
6/18/2009 17:00:00,0.350,0.350,,
6/18/2009 18:00:00,0.320,0.320,,
6/18/2009 19:00:00,0.260,0.260,,
6/18/2009 20:00:00,0.260,0.260,,
6/18/2009 21:00:00,0.360,0.360,,
6/18/2009 22:00:00,0.410,0.410,,
6/18/2009 23:00:00,0.410,0.410,,
6/19/2009 00:00:00,0.400,0.400,,
6/19/2009 01:00:00,0.500,0.500,,
6/19/2009 02:00:00,0.440,0.440,,
6/19/2009 03:00:00,0.510,0.510,,
6/19/2009 04:00:00,0.370,0.370,,
6/19/2009 05:00:00,0.330,0.330,,
6/19/2009 06:00:00,0.240,0.240,,
6/19/2009 07:00:00,0.240,0.240,,
6/19/2009 08:00:00,0.360,0.360,,
6/19/2009 09:00:00,0.300,0.300,,
6/19/2009 10:00:00,0.290,0.290,,
6/19/2009 11:00:00,0.370,0.370,,
6/19/2009 12:00:00,0.390,0.390,,
6/19/2009 13:00:00,0.450,0.450,,
6/19/2009 14:00:00,0.370,0.370,,
6/19/2009 15:00:00,0.450,0.450,,
6/19/2009 16:00:00,0.560,0.560,,
6/19/2009 17:00:00,0.850,0.850,,
6/19/2009 18:00:00,1.060,1.060,,
6/19/2009 19:00:00,1.270,1.270,,
6/19/2009 20:00:00,0.750,0.750,,
6/19/2009 21:00:00,0.110,0.110,,
6/19/2009 22:00:00,,,,
6/19/2009 23:00:00,0.290,0.290,,
6/20/2009 00:00:00,,,,
6/20/2009 01:00:00,0.010,0.010,,
6/20/2009 02:00:00,0.240,0.240,,
6/20/2009 03:00:00,,,,
6/20/2009 04:00:00,,,,
6/20/2009 05:00:00,,,,
6/20/2009 06:00:00,,,,
6/20/2009 07:00:00,,,,
6/20/2009 08:00:00,,,,
6/20/2009 09:00:00,0.040,0.040,,
6/20/2009 10:00:00,0.710,0.710,,
6/20/2009 11:00:00,0.980,0.980,,
6/20/2009 12:00:00,0.720,0.720,,
6/20/2009 13:00:00,0.080,0.080,,
6/20/2009 14:00:00,0.010,0.010,,
6/20/2009 15:00:00,0.480,0.480,,
6/20/2009 16:00:00,0.380,0.380,,
6/20/2009 17:00:00,0.480,0.480,,
6/20/2009 18:00:00,0.610,0.610,,
6/20/2009 19:00:00,0.510,0.510,,
6/20/2009 20:00:00,0.670,0.670,,
6/20/2009 21:00:00,0.640,0.640,,
6/20/2009 22:00:00,0.550,0.550,,
6/20/2009 23:00:00,0.420,0.420,,
6/21/2009 00:00:00,0.460,0.460,,
6/21/2009 01:00:00,0.260,0.260,,
6/21/2009 02:00:00,0.270,0.270,,
6/21/2009 03:00:00,0.380,0.380,,
6/21/2009 04:00:00,0.320,0.320,,
6/21/2009 05:00:00,0.450,0.450,,
6/21/2009 06:00:00,0.550,0.550,,
6/21/2009 07:00:00,0.480,0.480,,
6/21/2009 08:00:00,0.530,0.530,,
6/21/2009 09:00:00,0.670,0.670,,
6/21/2009 10:00:00,0.500,0.500,,
6/21/2009 11:00:00,0.500,0.500,,
6/21/2009 12:00:00,0.550,0.550,,
6/21/2009 13:00:00,0.530,0.530,,
6/21/2009 14:00:00,0.600,0.600,,
6/21/2009 15:00:00,0.400,0.400,,
6/21/2009 16:00:00,0.240,0.240,,
6/21/2009 17:00:00,0.520,0.520,,
6/21/2009 18:00:00,0.500,0.500,,
6/21/2009 19:00:00,0.580,0.580,,
6/21/2009 20:00:00,0.570,0.570,,
6/21/2009 21:00:00,0.340,0.340,,
6/21/2009 22:00:00,0.520,0.520,,
6/21/2009 23:00:00,0.670,0.670,,
6/22/2009 00:00:00,0.640,0.640,,
6/22/2009 01:00:00,0.780,0.780,,
6/22/2009 02:00:00,0.520,0.520,,
6/22/2009 03:00:00,0.680,0.680,,
6/22/2009 04:00:00,0.900,0.900,,
6/22/2009 05:00:00,0.870,0.870,,
6/22/2009 06:00:00,0.800,0.800,,
6/22/2009 07:00:00,0.590,0.590,,
6/22/2009 08:00:00,0.590,0.590,,
6/22/2009 09:00:00,0.530,0.530,,
6/22/2009 10:00:00,0.860,0.860,,
6/22/2009 11:00:00,0.920,0.920,,
6/22/2009 12:00:00,1.060,1.060,,
6/22/2009 13:00:00,0.930,0.930,,
6/22/2009 14:00:00,0.910,0.910,,
6/22/2009 15:00:00,0.990,0.990,,
6/22/2009 16:00:00,0.910,0.910,,
6/22/2009 17:00:00,0.860,0.860,,
6/22/2009 18:00:00,0.810,0.810,,
6/22/2009 19:00:00,0.780,0.780,,
6/22/2009 20:00:00,0.630,0.630,,
6/22/2009 21:00:00,0.660,0.660,,
6/22/2009 22:00:00,0.630,0.630,,
6/22/2009 23:00:00,0.660,0.660,,
6/23/2009 00:00:00,0.540,0.540,,
6/23/2009 01:00:00,0.560,0.560,,
6/23/2009 02:00:00,0.570,0.570,,
6/23/2009 03:00:00,0.490,0.490,,
6/23/2009 04:00:00,0.160,0.160,,
6/23/2009 05:00:00,0.060,0.060,,
6/23/2009 06:00:00,0.050,0.050,,
6/23/2009 07:00:00,0.050,0.050,,
6/23/2009 08:00:00,0.030,0.030,,
6/23/2009 09:00:00,0.020,0.020,,
6/23/2009 10:00:00,0.020,0.020,,
6/23/2009 11:00:00,0.020,0.020,,
6/23/2009 12:00:00,0.020,0.020,,
6/23/2009 13:00:00,0.020,0.020,,
6/23/2009 14:00:00,0.020,0.020,,
6/23/2009 15:00:00,0.020,0.020,,
6/23/2009 16:00:00,0.020,0.020,,
6/23/2009 17:00:00,0.020,0.020,,
6/23/2009 18:00:00,0.020,0.020,,
6/23/2009 19:00:00,0.020,0.020,,
6/23/2009 20:00:00,0.020,0.020,,
6/23/2009 21:00:00,0.020,0.020,,
6/23/2009 22:00:00,0.020,0.020,,
6/23/2009 23:00:00,0.020,0.020,,
6/24/2009 00:00:00,0.020,0.020,,
6/24/2009 01:00:00,0.020,0.020,,
6/24/2009 02:00:00,0.020,0.020,,
6/24/2009 03:00:00,0.020,0.020,,
6/24/2009 04:00:00,0.020,0.020,,
6/24/2009 05:00:00,0.030,0.030,,
6/24/2009 06:00:00,0.080,0.080,,
6/24/2009 07:00:00,0.400,0.400,,
6/24/2009 08:00:00,0.230,0.230,,
6/24/2009 09:00:00,0.180,0.180,,
6/24/2009 10:00:00,0.200,0.200,,
6/24/2009 11:00:00,0.040,0.040,,
6/24/2009 12:00:00,0.020,0.020,,
6/24/2009 13:00:00,0.020,0.020,,
6/24/2009 14:00:00,0.020,0.020,,
6/24/2009 15:00:00,0.020,0.020,,
6/24/2009 16:00:00,0.020,0.020,,
6/24/2009 17:00:00,0.020,0.020,,
6/24/2009 18:00:00,0.020,0.020,,
6/24/2009 19:00:00,0.020,0.020,,
6/24/2009 20:00:00,0.080,0.080,,
6/24/2009 21:00:00,0.050,0.050,,
6/24/2009 22:00:00,0.030,0.030,,
6/24/2009 23:00:00,0.020,0.020,,
6/25/2009 00:00:00,0.020,0.020,,
6/25/2009 01:00:00,0.020,0.020,,
6/25/2009 02:00:00,0.020,0.020,,
6/25/2009 03:00:00,0.020,0.020,,
6/25/2009 04:00:00,0.020,0.020,,
6/25/2009 05:00:00,0.020,0.020,,
6/25/2009 06:00:00,0.020,0.020,,
6/25/2009 07:00:00,0.020,0.020,,
6/25/2009 08:00:00,0.020,0.020,,
6/25/2009 09:00:00,0.020,0.020,,
6/25/2009 10:00:00,0.010,0.010,,
6/25/2009 11:00:00,0.010,0.010,,
6/25/2009 12:00:00,0.010,0.010,,
6/25/2009 13:00:00,0.010,0.010,,
6/25/2009 14:00:00,0.010,0.010,,
6/25/2009 15:00:00,0.020,0.020,,
6/25/2009 16:00:00,0.020,0.020,,
6/25/2009 17:00:00,0.010,0.010,,
6/25/2009 18:00:00,0.010,0.010,,
6/25/2009 19:00:00,0.010,0.010,,
6/25/2009 20:00:00,0.010,0.010,,
6/25/2009 21:00:00,0.010,0.010,,
6/25/2009 22:00:00,0.010,0.010,,
6/25/2009 23:00:00,0.010,0.010,,
6/26/2009 00:00:00,0.010,0.010,,
6/26/2009 01:00:00,0.010,0.010,,
6/26/2009 02:00:00,0.050,0.050,,
6/26/2009 03:00:00,0.160,0.160,,
6/26/2009 04:00:00,0.010,0.010,,
6/26/2009 05:00:00,0.010,0.010,,
6/26/2009 06:00:00,0.010,0.010,,
6/26/2009 07:00:00,0.010,0.010,,
6/26/2009 08:00:00,0.010,0.010,,
6/26/2009 09:00:00,0.010,0.010,,
6/26/2009 10:00:00,0.010,0.010,,
6/26/2009 11:00:00,0.010,0.010,,
6/26/2009 12:00:00,0.010,0.010,,
6/26/2009 13:00:00,0.010,0.010,,
6/26/2009 14:00:00,0.010,0.010,,
6/26/2009 15:00:00,0.010,0.010,,
6/26/2009 16:00:00,0.090,0.090,,
6/26/2009 17:00:00,0.040,0.040,,
6/26/2009 18:00:00,0.010,0.010,,
