Dump_DateTime,SampleID,LWC_avg,NumHrs
7/23/2009 08:00:00,09C3173,0.130,1
7/23/2009 13:00:00,09C3174,0.303,3
7/23/2009 15:00:00,09C3175,0.200,3
7/23/2009 18:00:00,09C3176,0.243,3
7/23/2009 21:00:00,09C3177,0.487,3
7/24/2009 21:00:00,09C3180,0.257,3
7/25/2009 01:00:00,09C3181,0.317,3
7/25/2009 03:00:00,09C3182,0.580,3
7/25/2009 06:00:00,09C3183,0.727,3
7/25/2009 09:00:00,09C3184,0.750,3
7/25/2009 12:00:00,09C3185,0.297,3
7/26/2009 03:00:00,09C3186,0.393,3
7/27/2009 12:00:00,09C3187,0.240,3
7/28/2009 00:00:00,09C3188,0.297,3
7/28/2009 03:00:00,09C3189,0.297,3
7/28/2009 06:00:00,09C3190,0.187,3
7/28/2009 09:00:00,09C3191,0.403,3
7/28/2009 12:00:00,09C3192,0.160,1
7/29/2009 01:00:00,09C3193,0.110,2
7/29/2009 03:00:00,09C3194,,0
7/29/2009 06:00:00,09C3195,0.075,2
7/29/2009 09:00:00,09C3196,0.130,1
7/29/2009 21:00:00,09C3197,0.300,3
7/30/2009 00:00:00,09C3198,0.290,3
7/30/2009 03:00:00,09C3199,0.700,3
7/30/2009 06:00:00,09C3200,0.767,3
7/30/2009 09:00:00,09C3201,0.265,2
7/30/2009 12:00:00,09C3202,,0
7/31/2009 10:00:00,09C3203,0.537,3
7/31/2009 12:00:00,09C3204,0.500,3
7/31/2009 15:00:00,09C3205,0.550,3
7/31/2009 18:00:00,09C3206,0.413,3
7/31/2009 21:00:00,09C3207,0.423,3
8/1/2009 00:00:00,09C3208,0.627,3
8/1/2009 03:00:00,09C3209,0.580,1
8/1/2009 06:00:00,09C3210,0.187,3
8/1/2009 09:00:00,09C3211,0.160,1
8/1/2009 12:00:00,09C3212,0.240,3
8/2/2009 03:00:00,09C3213,0.200,2
8/2/2009 06:00:00,09C3214,0.277,3
8/2/2009 09:00:00,09C3215,0.373,3
8/2/2009 12:00:00,09C3216,0.567,3
8/2/2009 15:00:00,09C3217,0.493,3
8/2/2009 18:00:00,09C3218,0.583,3
8/2/2009 21:00:00,09C3219,0.577,3
8/3/2009 00:00:00,09C3220,0.517,3
8/3/2009 03:00:00,09C3221,0.377,3
8/3/2009 06:00:00,09C3222,,0
8/5/2009 01:00:00,09C3225,0.473,3
8/5/2009 03:00:00,09C3226,0.613,3
8/5/2009 06:00:00,09C3227,0.833,3
8/5/2009 09:00:00,09C3228,0.560,1
8/5/2009 13:00:00,09C3229,0.120,1
8/5/2009 15:00:00,09C3230,,0
8/5/2009 18:00:00,09C3231,,0
8/5/2009 21:00:00,09C3232,0.165,2
8/6/2009 00:00:00,09C3233,0.550,3
8/6/2009 10:00:00,09C3234,0.280,2
8/6/2009 22:00:00,09C3235,0.297,3
8/7/2009 00:00:00,09C3236,0.597,3
8/7/2009 03:00:00,09C3237,0.607,3
8/7/2009 06:00:00,09C3238,0.177,3
8/7/2009 09:00:00,09C3239,0.577,3
8/7/2009 12:00:00,09C3240,0.163,3
8/9/2009 12:00:00,09C3241,0.150,3
8/9/2009 15:00:00,09C3242,0.813,3
8/9/2009 18:00:00,09C3243,0.833,3
8/9/2009 21:00:00,09C3244,1.063,3
8/10/2009 00:00:00,09C3245,0.870,3
8/10/2009 03:00:00,09C3246,1.093,3
8/10/2009 06:00:00,09C3247,0.953,3
8/10/2009 09:00:00,09C3248,1.077,3
8/10/2009 12:00:00,09C3249,1.053,3
8/10/2009 15:00:00,09C3250,0.460,3
8/10/2009 22:00:00,09C3251,0.517,3
8/11/2009 00:00:00,09C3252,0.527,3
8/11/2009 03:00:00,09C3253,0.440,3
8/11/2009 07:00:00,09C3254,0.483,3
8/11/2009 09:00:00,09C3255,0.563,3
8/11/2009 12:00:00,09C3256,0.250,3
8/11/2009 18:00:00,09C3257,0.185,2
8/11/2009 21:00:00,09C3258,0.265,2
8/12/2009 12:00:00,09C3259,0.130,1
8/14/2009 03:00:00,09C3260,0.160,1
8/16/2009 10:00:00,09C3263,0.160,1
8/17/2009 08:00:00,09C3264,0.100,3
8/17/2009 09:00:00,09C3265,0.120,2
8/18/2009 03:00:00,09C3266,0.070,1
8/18/2009 21:00:00,09C3267,0.410,2
8/19/2009 00:00:00,09C3268,0.870,3
8/19/2009 03:00:00,09C3269,0.780,3
8/19/2009 06:00:00,09C3270,0.607,3
8/19/2009 09:00:00,09C3271,0.650,3
8/19/2009 12:00:00,09C3272,0.550,3
8/19/2009 15:00:00,09C3273,,0
8/20/2009 17:00:00,09C3276,0.117,3
8/20/2009 18:00:00,09C3277,0.120,3
8/20/2009 21:00:00,09C3278,0.297,3
8/21/2009 00:00:00,09C3279,0.357,3
8/21/2009 03:00:00,09C3280,0.233,3
8/21/2009 06:00:00,09C3281,0.600,3
8/21/2009 09:00:00,09C3282,0.490,3
8/21/2009 12:00:00,09C3283,0.287,3
8/21/2009 15:00:00,09C3284,0.085,2
8/21/2009 18:00:00,09C3285,0.203,3
8/21/2009 21:00:00,09C3286,0.440,3
8/22/2009 00:00:00,09C3287,0.423,3
8/22/2009 03:00:00,09C3288,0.533,3
8/22/2009 06:00:00,09C3289,0.620,3
8/22/2009 09:00:00,09C3290,0.345,2
8/22/2009 21:00:00,09C3291,0.220,3
8/23/2009 04:00:00,09C3292,0.257,3
8/23/2009 06:00:00,09C3293,0.193,3
8/23/2009 09:00:00,09C3294,0.220,3
8/23/2009 12:00:00,09C3295,0.233,3
8/23/2009 15:00:00,09C3296,0.105,2
8/23/2009 18:00:00,09C3297,0.360,3
8/23/2009 21:00:00,09C3298,0.110,3
8/24/2009 03:00:00,09C3299,0.233,3
8/24/2009 06:00:00,09C3300,0.433,3
8/24/2009 09:00:00,09C3301,0.867,3
8/24/2009 12:00:00,09C3302,0.487,3
8/24/2009 15:00:00,09C3303,0.203,3
8/24/2009 18:00:00,09C3304,0.153,3
8/24/2009 21:00:00,09C3305,0.267,3
8/25/2009 00:00:00,09C3306,0.373,3
8/25/2009 03:00:00,09C3307,0.290,3
8/25/2009 06:00:00,09C3308,0.457,3
8/25/2009 09:00:00,09C3309,0.360,3
8/25/2009 12:00:00,09C3310,0.187,3
8/25/2009 18:00:00,09C3311,,0
8/26/2009 00:00:00,09C3312,0.233,3
8/26/2009 03:00:00,09C3313,0.310,3
8/26/2009 06:00:00,09C3314,0.693,3
8/26/2009 09:00:00,09C3315,1.070,3
8/26/2009 12:00:00,09C3316,0.987,3
8/26/2009 15:00:00,09C3317,0.707,3
8/26/2009 18:00:00,09C3318,0.060,1
8/26/2009 21:00:00,09C3319,0.190,2
8/27/2009 00:00:00,09C3320,,0
8/29/2009 01:00:00,09C3323,0.260,2
8/29/2009 03:00:00,09C3324,0.580,3
8/29/2009 06:00:00,09C3325,0.923,3
8/29/2009 09:00:00,09C3326,0.693,3
8/29/2009 12:00:00,09C3327,0.707,3
8/29/2009 15:00:00,09C3328,0.420,3
8/29/2009 18:00:00,09C3329,0.377,3
8/29/2009 21:00:00,09C3330,0.563,3
8/30/2009 00:00:00,09C3331,0.790,3
8/30/2009 03:00:00,09C3332,0.590,3
8/30/2009 06:00:00,09C3333,0.737,3
8/30/2009 09:00:00,09C3334,0.817,3
8/30/2009 12:00:00,09C3335,0.430,3
8/30/2009 20:00:00,09C3336,0.517,3
8/30/2009 21:00:00,09C3337,0.637,3
8/31/2009 00:00:00,09C3338,0.593,3
8/31/2009 03:00:00,09C3339,0.800,3
8/31/2009 06:00:00,09C3340,0.667,3
8/31/2009 09:00:00,09C3341,0.410,3
8/31/2009 12:00:00,09C3342,0.150,3
9/4/2009 04:00:00,09C3345,,0
9/5/2009 00:00:00,09C3346,0.080,2
9/5/2009 03:00:00,09C3347,0.230,1
9/7/2009 06:00:00,09C3348,0.640,3
9/7/2009 09:00:00,09C3349,1.013,3
9/7/2009 12:00:00,09C3350,0.390,2
9/8/2009 03:00:00,09C3351,0.150,1
9/8/2009 05:00:00,09C3352,,0
9/9/2009 00:00:00,09C3353,0.397,3
9/9/2009 03:00:00,09C3354,0.420,1
9/12/2009 06:00:00,09C3357,0.303,3
9/12/2009 09:00:00,09C3358,0.170,3
9/12/2009 22:00:00,09C3359,0.267,3
9/13/2009 00:00:00,09C3360,0.393,3
9/13/2009 03:00:00,09C3361,0.407,3
9/13/2009 11:00:00,09C3362,0.613,3
9/13/2009 12:00:00,09C3363,0.907,3
9/13/2009 15:00:00,09C3364,0.483,3
9/13/2009 18:00:00,09C3365,0.147,3
9/13/2009 21:00:00,09C3366,0.343,3
9/14/2009 00:00:00,09C3367,0.403,3
9/14/2009 03:00:00,09C3368,0.170,1
9/14/2009 22:00:00,09C3369,0.680,3
9/15/2009 00:00:00,09C3370,0.637,3
9/15/2009 03:00:00,09C3371,0.490,3
9/15/2009 06:00:00,09C3372,0.783,3
9/15/2009 09:00:00,09C3373,0.650,3
9/15/2009 12:00:00,09C3374,0.297,3
9/15/2009 15:00:00,09C3375,0.095,2
9/15/2009 18:00:00,09C3376,0.070,2
9/15/2009 21:00:00,09C3377,0.407,3
9/16/2009 00:00:00,09C3378,0.307,3
9/16/2009 03:00:00,09C3379,0.610,3
9/16/2009 06:00:00,09C3380,0.413,3
9/16/2009 11:00:00,09C3381,0.110,1
9/17/2009 00:00:00,09C3382,,0
9/17/2009 18:00:00,09C3385,0.183,3
9/17/2009 21:00:00,09C3386,0.530,3
9/18/2009 00:00:00,09C3387,0.693,3
9/18/2009 03:00:00,09C3388,0.600,3
9/18/2009 06:00:00,09C3389,0.530,3
9/18/2009 09:00:00,09C3390,0.720,3
9/18/2009 12:00:00,09C3391,0.890,3
9/18/2009 15:00:00,09C3392,0.773,3
9/18/2009 18:00:00,09C3393,0.317,3
9/18/2009 21:00:00,09C3394,0.257,3
9/22/2009 06:00:00,09C3395,0.747,3
9/22/2009 09:00:00,09C3396,0.863,3
9/22/2009 12:00:00,09C3398,1.020,3
9/22/2009 15:00:00,09C3399,0.917,3
9/22/2009 18:00:00,09C3400,0.833,3
9/22/2009 21:00:00,09C3401,1.093,3
9/23/2009 00:00:00,09C3402,1.210,3
9/23/2009 03:00:00,09C3403,1.227,3
9/23/2009 06:00:00,09C3404,1.097,3
9/23/2009 09:00:00,09C3405,1.187,3
9/23/2009 12:00:00,09C3406,1.040,3
9/23/2009 15:00:00,09C3407,0.847,3
9/23/2009 18:00:00,09C3408,0.660,3
9/23/2009 21:00:00,09C3409,0.833,3
9/24/2009 00:00:00,09C3410,0.743,3
9/24/2009 03:00:00,09C3411,0.997,3
9/24/2009 06:00:00,09C3412,0.287,3
9/24/2009 09:00:00,09C3413,0.230,1
9/24/2009 13:00:00,09C3416,,0
9/25/2009 01:00:00,09C3417,0.070,2
9/25/2009 04:00:00,09C3418,0.610,3
9/26/2009 22:00:00,09C3419,0.127,3
9/27/2009 00:00:00,09C3420,0.217,3
9/27/2009 03:00:00,09C3421,0.395,2
9/27/2009 06:00:00,09C3422,0.347,3
9/27/2009 09:00:00,09C3423,0.247,3
9/27/2009 12:00:00,09C3424,0.307,3
9/27/2009 15:00:00,09C3425,0.363,3
9/27/2009 18:00:00,09C3426,0.473,3
9/27/2009 21:00:00,09C3427,0.153,3
9/28/2009 00:00:00,09C3428,0.390,3
9/28/2009 03:00:00,09C3429,0.843,3
9/28/2009 06:00:00,09C3430,0.890,3
9/28/2009 09:00:00,09C3431,0.953,3
9/28/2009 12:00:00,09C3432,0.590,2
9/28/2009 18:00:00,09C3433,0.377,3
9/28/2009 21:00:00,09C3434,0.220,2
9/29/2009 00:00:00,09C3435,0.267,3
9/29/2009 03:00:00,09C3436,0.430,3
9/29/2009 06:00:00,09C3437,0.507,3
9/29/2009 09:00:00,09C3438,0.507,3
9/29/2009 12:00:00,09C3439,0.473,3
6/3/2010 17:00:00,10C3000,0.653,3
6/3/2010 18:00:00,10C3001,0.513,3
6/3/2010 21:00:00,10C3002,0.337,3
6/5/2010 09:00:00,10C3005,0.990,3
6/5/2010 12:00:00,10C3006,1.063,3
6/5/2010 15:00:00,10C3007,0.540,3
6/6/2010 03:00:00,10C3008,0.810,2
6/6/2010 15:00:00,10C3009,0.600,3
6/6/2010 18:00:00,10C3010,0.813,3
6/6/2010 21:00:00,10C3011,0.833,3
6/7/2010 00:00:00,10C3012,0.843,3
6/7/2010 03:00:00,10C3013,0.277,3
6/8/2010 05:00:00,10C3014,0.157,3
6/9/2010 22:00:00,10C3015,0.217,3
6/10/2010 00:00:00,10C3016,0.370,3
6/10/2010 03:00:00,10C3017,0.550,3
6/10/2010 06:00:00,10C3018,0.767,3
6/10/2010 10:00:00,10C3019,1.183,3
6/10/2010 12:00:00,10C3020,1.050,3
6/10/2010 15:00:00,10C3021,0.460,3
6/10/2010 18:00:00,10C3022,0.543,3
6/10/2010 21:00:00,10C3023,0.690,3
6/11/2010 00:00:00,10C3024,0.580,3
6/11/2010 07:00:00,10C3025,0.320,3
6/11/2010 09:00:00,10C3026,0.617,3
6/11/2010 12:00:00,10C3027,0.390,3
6/12/2010 13:00:00,10C3028,0.300,3
6/12/2010 15:00:00,10C3029,0.350,3
6/13/2010 03:00:00,10C3030,0.900,3
6/13/2010 12:00:00,10C3031,0.707,3
6/13/2010 15:00:00,10C3032,0.117,3
6/14/2010 13:00:00,10C3033,0.097,3
6/14/2010 15:00:00,10C3034,0.393,3
6/14/2010 18:00:00,10C3035,0.583,3
6/14/2010 21:00:00,10C3036,0.610,2
6/15/2010 06:00:00,10C3037,0.160,2
6/16/2010 17:00:00,10C3038,0.617,3
6/16/2010 18:00:00,10C3039,0.780,3
6/16/2010 21:00:00,10C3040,0.913,3
6/17/2010 00:00:00,10C3041,0.730,3
6/17/2010 03:00:00,10C3042,0.787,3
6/17/2010 06:00:00,10C3043,0.880,3
6/17/2010 09:00:00,10C3044,0.830,3
6/17/2010 12:00:00,10C3045,1.037,3
6/17/2010 15:00:00,10C3046,0.307,3
6/20/2010 00:00:00,10C3049,0.307,3
6/20/2010 03:00:00,10C3050,0.633,3
6/20/2010 06:00:00,10C3051,0.683,3
6/20/2010 09:00:00,10C3052,1.117,3
6/20/2010 12:00:00,10C3053,0.680,3
6/20/2010 15:00:00,10C3054,0.130,1
6/20/2010 21:00:00,10C3055,0.440,3
6/21/2010 00:00:00,10C3056,0.667,3
6/21/2010 03:00:00,10C3057,0.720,3
6/21/2010 06:00:00,10C3058,0.563,3
6/21/2010 09:00:00,10C3059,0.270,1
6/22/2010 23:00:00,10C3060,0.387,3
6/23/2010 00:00:00,10C3061,0.567,3
6/23/2010 06:00:00,10C3062,1.010,3
6/23/2010 09:00:00,10C3063,1.033,3
6/23/2010 12:00:00,10C3064,1.013,3
6/23/2010 15:00:00,10C3065,0.833,3
6/23/2010 18:00:00,10C3066,0.257,3
6/23/2010 21:00:00,10C3067,0.437,3
6/24/2010 00:00:00,10C3068,0.247,3
6/24/2010 09:00:00,10C3069,0.887,3
6/24/2010 12:00:00,10C3070,0.763,3
6/24/2010 15:00:00,10C3071,0.457,3
6/24/2010 18:00:00,10C3072,0.720,3
6/24/2010 21:00:00,10C3073,0.693,3
6/25/2010 00:00:00,10C3074,0.543,3
6/25/2010 03:00:00,10C3075,0.283,3
6/26/2010 03:00:00,10C3078,0.493,3
6/26/2010 06:00:00,10C3079,0.727,3
6/26/2010 09:00:00,10C3080,0.250,1
6/26/2010 12:00:00,10C3081,0.250,3
6/26/2010 15:00:00,10C3082,0.733,3
6/26/2010 18:00:00,10C3083,0.607,3
6/26/2010 21:00:00,10C3084,0.800,3
6/27/2010 00:00:00,10C3085,1.093,3
6/27/2010 03:00:00,10C3086,0.897,3
6/27/2010 06:00:00,10C3087,0.160,1
6/27/2010 13:00:00,10C3088,0.263,3
6/27/2010 15:00:00,10C3089,0.173,3
6/27/2010 18:00:00,10C3090,0.110,1
6/27/2010 21:00:00,10C3091,0.240,3
6/28/2010 00:00:00,10C3092,0.463,3
6/28/2010 03:00:00,10C3093,0.233,3
6/28/2010 06:00:00,10C3094,0.787,3
6/28/2010 09:00:00,10C3095,0.970,3
6/28/2010 12:00:00,10C3096,1.043,3
6/28/2010 15:00:00,10C3097,0.443,3
6/28/2010 18:00:00,10C3098,0.410,3
6/28/2010 21:00:00,10C3099,0.123,3
6/29/2010 00:00:00,10C3100,0.650,3
6/29/2010 03:00:00,10C3101,0.663,3
6/29/2010 06:00:00,10C3102,0.590,3
6/29/2010 09:00:00,10C3103,0.653,3
6/29/2010 12:00:00,10C3104,0.260,2
6/29/2010 15:00:00,10C3105,0.480,3
6/29/2010 18:00:00,10C3106,0.190,3
6/29/2010 21:00:00,10C3107,0.477,3
6/30/2010 00:00:00,10C3108,0.373,3
6/30/2010 03:00:00,10C3109,0.170,3
6/30/2010 06:00:00,10C3110,0.640,3
6/30/2010 09:00:00,10C3111,0.787,3
6/30/2010 12:00:00,10C3112,0.185,2
6/30/2010 21:00:00,10C3113,0.623,3
7/1/2010 00:00:00,10C3114,0.670,3
7/1/2010 03:00:00,10C3115,0.710,3
7/1/2010 06:00:00,10C3116,0.710,3
7/1/2010 13:00:00,10C3117,0.680,3
7/1/2010 15:00:00,10C3118,0.590,3
7/1/2010 18:00:00,10C3119,0.450,3
7/1/2010 21:00:00,10C3120,0.270,2
7/6/2010 03:00:00,10C3121,0.450,3
7/6/2010 06:00:00,10C3122,0.530,3
7/6/2010 09:00:00,10C3123,0.603,3
7/6/2010 12:00:00,10C3124,0.150,2
7/8/2010 06:00:00,10C3125,0.300,3
7/9/2010 01:00:00,10C3128,0.353,3
7/9/2010 03:00:00,10C3129,0.170,3
7/9/2010 06:00:00,10C3130,0.365,2
7/9/2010 11:00:00,10C3131,0.463,3
7/9/2010 12:00:00,10C3132,0.440,3
7/9/2010 15:00:00,10C3133,0.293,3
7/9/2010 18:00:00,10C3134,0.257,3
7/9/2010 21:00:00,10C3135,0.100,1
7/10/2010 00:00:00,10C3136,0.237,3
7/10/2010 03:00:00,10C3137,0.267,3
7/10/2010 06:00:00,10C3138,0.620,3
7/10/2010 11:00:00,10C3139,0.435,2
7/10/2010 12:00:00,10C3140,0.205,2
7/11/2010 00:00:00,10C3141,0.135,2
7/13/2010 16:00:00,10C3142,0.210,1
7/14/2010 08:00:00,10C3143,0.150,2
7/14/2010 09:00:00,10C3144,0.105,2
7/14/2010 19:00:00,10C3145,0.105,2
7/14/2010 21:00:00,10C3146,0.183,3
7/15/2010 01:00:00,10C3147,0.540,3
7/15/2010 03:00:00,10C3148,0.667,3
7/15/2010 06:00:00,10C3149,0.500,2
7/15/2010 09:00:00,10C3150,0.230,1
7/16/2010 01:00:00,10C3153,0.200,3
7/16/2010 03:00:00,10C3154,0.180,3
7/16/2010 06:00:00,10C3155,0.225,2
7/16/2010 11:00:00,10C3156,0.417,3
7/16/2010 12:00:00,10C3157,0.577,3
7/16/2010 15:00:00,10C3158,0.530,3
7/16/2010 18:00:00,10C3159,0.590,3
7/16/2010 21:00:00,10C3160,0.320,1
7/17/2010 04:00:00,10C3161,0.410,3
7/17/2010 07:00:00,10C3162,0.400,3
7/17/2010 09:00:00,10C3163,0.727,3
7/17/2010 12:00:00,10C3164,0.213,3
7/18/2010 00:00:00,10C3165,0.620,2
7/18/2010 09:00:00,10C3166,0.353,3
7/18/2010 12:00:00,10C3167,0.303,3
7/19/2010 00:00:00,10C3168,0.130,1
7/19/2010 03:00:00,10C3169,0.307,3
7/19/2010 06:00:00,10C3170,0.175,2
7/19/2010 13:00:00,10C3171,0.700,3
7/19/2010 15:00:00,10C3172,0.827,3
7/19/2010 18:00:00,10C3173,0.600,3
7/19/2010 21:00:00,10C3174,0.523,3
7/20/2010 00:00:00,10C3175,0.325,2
7/20/2010 05:00:00,10C3176,0.410,3
7/20/2010 06:00:00,10C3177,0.317,3
7/20/2010 10:00:00,10C3178,0.273,3
7/21/2010 06:00:00,10C3179,0.180,2
7/22/2010 12:00:00,10C3182,0.890,3
7/22/2010 15:00:00,10C3183,0.373,3
7/23/2010 01:00:00,10C3184,0.207,3
